## Site Characteristics
Country     = 'Netherlands'
Station     = 'Wageningen, Haarweg'
Description = 'Observed data from Station Haarweg in Wageningen'
Source      = 'Meteorology and Air Quality Group, Wageningen University'
Contact     = 'Peter Uithol'
Longitude = 5.67; Latitude = 51.97; Elevation = 7; AngstromA = 0.18; AngstromB = 0.55; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20050822,10627,21,21,1,0.9,0,NaN
20050823,7690,21,21,1,1.2,2.1,NaN
20050824,17107,21,21,1,3,0.1,NaN
20050825,8122,21,21,1,3.5,10.3,NaN
20050826,14170,21,21,1,3.7,0.3,NaN
20050827,10800,21,21,1,1.7,0,NaN
20050828,19440,21,21,1,1.6,0,NaN
20050829,20045,21,21,1,1.8,0,NaN
20050830,19786,21,21,1,1.7,0,NaN
20050831,19699,21,21,1,3.1,0,NaN
20050901,10195,21,21,1,2.8,0.4,NaN
20050902,18230,21,21,1,1.5,0,NaN
20050903,11232,21,21,1,2.5,0,NaN
20050904,18749,21,21,1,3,0,NaN
20050905,19181,21,21,1,3.1,0,NaN
20050906,13910,21,21,1,1.1,0,NaN
20050907,14342,21,21,1,1.4,0,NaN
20050908,16675,21,21,1,1.7,0,NaN
20050909,12182,21,21,1,1.2,5.3,NaN
20050910,11232,21,21,1,1.4,8.4,NaN
20050911,3197,21,21,1,1.5,8.2,NaN
20050912,9158,21,21,1,1.6,0,NaN
20050913,15120,21,21,1,0.8,0,NaN
20050914,4666,21,21,1,3,0.6,NaN
20050915,5011,21,21,1,1.5,19.4,NaN
20050916,13738,21,21,1,2.4,6.6,NaN
20050917,14083,21,21,1,1.2,0.6,NaN
20050918,16589,21,21,1,0.8,0,NaN
20050919,16070,21,21,1,0.9,0,NaN
20050920,15120,21,21,1,0.7,0,NaN
20050921,14861,21,21,1,1,0,NaN
20050922,14602,21,21,1,1.2,0,NaN
20050923,13565,21,21,1,1.7,0,NaN
20050924,10541,21,21,1,1.2,0.5,NaN
20050925,9936,21,21,1,2.4,0.5,NaN
20050926,7949,21,21,1,2.3,4.7,NaN
20050927,3974,21,21,1,3,0.9,NaN
20050928,12528,21,21,1,3.4,0,NaN
20050929,10282,21,21,1,3.7,6.4,NaN
20050930,4061,21,21,1,3,3.3,NaN
20051001,9418,21,21,1,2.6,1.6,NaN
20051002,11837,21,21,1,1.3,0.6,NaN
20051003,9245,21,21,1,1.1,0,NaN
20051004,5702,21,21,1,2.2,0,NaN
20051005,10109,21,21,1,2.2,0,NaN
20051006,8813,21,21,1,1.3,0,NaN
20051007,10714,21,21,1,1.3,0,NaN
20051008,5962,21,21,1,1.4,0,NaN
20051009,4234,21,21,1,1.2,0.2,NaN
20051010,10282,21,21,1,2.7,0,NaN
20051011,10282,21,21,1,2.8,0,NaN
20051012,10282,21,21,1,2.8,0,NaN
20051013,10109,21,21,1,1.9,0,NaN
20051014,7085,21,21,1,0.9,0,NaN
20051015,9850,21,21,1,2.2,0,NaN
20051016,10195,21,21,1,4,0,NaN
20051017,10541,21,21,1,4.3,0,NaN
20051018,10022,21,21,1,4.4,0,NaN
20051019,2074,21,21,1,3.7,2.8,NaN
20051020,6826,21,21,1,3.5,1.1,NaN
20051021,2160,21,21,1,3.4,9.7,NaN
20051022,3197,21,21,1,3.6,1,NaN
20051023,4493,21,21,1,1.9,3.2,NaN
20051024,691,21,21,1,3.9,15.5,NaN
20051025,1814,21,21,1,6.1,4.4,NaN
20051026,6134,21,21,1,3.5,0,NaN
20051027,7603,21,21,1,3.1,0,NaN
20051028,5789,21,21,1,2.9,0,NaN
20051029,5702,21,21,1,2.8,0,NaN
20051030,7517,21,21,1,3.4,0,NaN
20051031,6134,21,21,1,3.1,0,NaN
20051101,5530,21,21,1,3.2,0.4,NaN
20051102,1210,21,21,1,4,5.9,NaN
20051103,5616,21,21,1,4.6,0.2,NaN
20051104,2851,21,21,1,3,1,NaN
20051105,4234,21,21,1,3,0,NaN
20051106,6480,21,21,1,4.1,0.1,NaN
20051107,1987,21,21,1,2.9,1.5,NaN
20051108,5098,21,21,1,3.5,0,NaN
20051109,2246,21,21,1,2,0,NaN
20051110,4234,21,21,1,3.5,1.5,NaN
20051111,1987,21,21,1,5,0.4,NaN
20051112,1728,21,21,1,2.8,0.2,NaN
20051113,4925,21,21,1,0.7,0,NaN
20051114,5270,21,21,1,1.7,0,NaN
20051115,518,21,21,1,2.7,4.3,NaN
20051116,3456,21,21,1,2.8,5.2,NaN
20051117,3888,21,21,1,1.9,1.5,NaN
20051118,5098,21,21,1,1.1,0.1,NaN
20051119,2938,21,21,1,1.1,0,NaN
20051120,1296,21,21,1,1.7,0.1,NaN
20051121,2333,21,21,1,2.2,0.1,NaN
20051122,2419,21,21,1,1.4,0,NaN
20051123,1555,21,21,1,0.7,0.5,NaN
20051124,605,21,21,1,3.9,8.5,NaN
20051125,86,21,21,1,8.6,50.4,NaN
20051126,432,21,21,1,2.2,12.4,NaN
20051127,2419,21,21,1,0.9,3.5,NaN
20051128,1296,21,21,1,1.7,0,NaN
20051129,1555,21,21,1,1.9,0,NaN
20051130,2765,21,21,1,2.6,0.1,NaN
20051201,3974,21,21,1,4.1,0,NaN
20051202,1469,21,21,1,4.7,0.3,NaN
20051203,950,21,21,1,4.9,0.2,NaN
20051204,2333,21,21,1,3.5,4.5,NaN
20051205,1382,21,21,1,3.4,0.3,NaN
20051206,518,21,21,1,2.4,0,NaN
20051207,2678,21,21,1,3.2,1.9,NaN
20051208,2592,21,21,1,1.6,0,NaN
20051209,2678,21,21,1,1,0,NaN
20051210,1728,21,21,1,1.1,0,NaN
20051211,432,21,21,1,1.5,0,NaN
20051212,1814,21,21,1,1.2,0.1,NaN
20051213,778,21,21,1,1.2,0,NaN
20051214,2851,21,21,1,2.1,0.4,NaN
20051215,1382,21,21,1,4.1,2.7,NaN
20051216,1728,21,21,1,5.6,11.9,NaN
20051217,2333,21,21,1,3.1,2.6,NaN
20051218,3197,21,21,1,3,0.9,NaN
20051219,2246,21,21,1,3,2.6,NaN
20051220,605,21,21,1,3,0.1,NaN
20051221,1210,21,21,1,3.2,1.2,NaN
20051222,1728,21,21,1,2.4,3.1,NaN
20051223,864,21,21,1,3.2,0.6,NaN
20051224,1469,21,21,1,2.3,0,NaN
20051225,3715,21,21,1,1.2,0.2,NaN
20051226,2592,21,21,1,1.8,0.6,NaN
20051227,1642,21,21,1,3,0,NaN
20051228,3197,21,21,1,2.1,0,NaN
20051229,3024,21,21,1,2.2,0,NaN
20051230,2246,21,21,1,4.9,5.2,NaN
20051231,691,21,21,1,4,4.1,NaN
20060101,605,21,21,1,2,0,NaN
20060102,1382,21,21,1,0.8,0,NaN
20060103,3197,21,21,1,1.2,0,NaN
20060104,1210,21,21,1,2.3,0,NaN
20060105,518,21,21,1,3.7,0,NaN
20060106,864,21,21,1,3.3,0,NaN
20060107,2333,21,21,1,3.3,0,NaN
20060108,1123,21,21,1,2.9,0,NaN
20060109,3802,21,21,1,1.9,0,NaN
20060110,2333,21,21,1,2.9,0,NaN
20060111,432,21,21,1,4,6.4,NaN
20060112,1037,21,21,1,2.5,0,NaN
20060113,3888,21,21,1,3,0,NaN
20060114,4147,21,21,1,2.8,0,NaN
20060115,4320,21,21,1,2.8,0,NaN
20060116,3888,21,21,1,3.4,0.5,NaN
20060117,346,21,21,1,3.4,6.8,NaN
20060118,2419,21,21,1,1.7,0.2,NaN
20060119,691,21,21,1,2.5,2.1,NaN
20060120,605,21,21,1,4.3,4.7,NaN
20060121,2419,21,21,1,3.7,0.7,NaN
20060122,778,21,21,1,2.4,0,NaN
20060123,5443,21,21,1,3.6,0,NaN
20060124,4666,21,21,1,2.6,0,NaN
20060125,2160,21,21,1,2.6,1,NaN
20060126,1296,21,21,1,3.8,0,NaN
20060127,2938,21,21,1,2.9,0,NaN
20060128,5875,21,21,1,2.2,0,NaN
20060129,6394,21,21,1,2.3,0,NaN
20060130,2851,21,21,1,2.2,0,NaN
20060131,5443,21,21,1,1.6,0,NaN
20060201,2160,21,21,1,1.5,0,NaN
20060202,864,21,21,1,1.1,0,NaN
20060203,1210,21,21,1,1.3,0,NaN
20060204,2160,21,21,1,1.6,0,NaN
20060205,691,21,21,1,1.6,1.2,NaN
20060206,1210,21,21,1,2.7,0.2,NaN
20060207,1642,21,21,1,4.4,0.8,NaN
20060208,3715,21,21,1,5.6,15.5,NaN
20060209,5789,21,21,1,5.5,2.6,NaN
20060210,1210,21,21,1,2.3,0.9,NaN
20060211,1469,21,21,1,0.9,0,NaN
20060212,1814,21,21,1,2.8,3,NaN
20060213,3110,21,21,1,3.2,0,NaN
20060214,3629,21,21,1,3.3,0.8,NaN
20060215,1642,21,21,1,4.8,12.4,NaN
20060216,3802,21,21,1,3.1,6.3,NaN
20060217,1382,21,21,1,4,7.4,NaN
20060218,3888,21,21,1,2.1,0.1,NaN
20060219,5702,21,21,1,3.3,0.2,NaN
20060220,1555,21,21,1,4,0,NaN
20060221,2246,21,21,1,3.7,2,NaN
20060222,1296,21,21,1,3.9,0,NaN
20060223,7862,21,21,1,2,0,NaN
20060224,9763,21,21,1,5.4,0,NaN
20060225,11059,21,21,1,4.4,0,NaN
20060226,7171,21,21,1,2.6,0,NaN
20060227,3283,21,21,1,2,2.2,NaN
20060228,3888,21,21,1,3.3,8,NaN
20060301,6912,21,21,1,4.7,3.2,NaN
20060302,8640,21,21,1,3.7,3.5,NaN
20060303,6048,21,21,1,1,2,NaN
20060304,9850,21,21,1,2.1,0.7,NaN
20060305,7776,21,21,1,3.6,3.4,NaN
20060306,10627,21,21,1,3,8.3,NaN
20060307,9504,21,21,1,2,0.4,NaN
20060308,1382,21,21,1,3.5,17,NaN
20060309,2851,21,21,1,2.4,6.5,NaN
20060310,2678,21,21,1,3.6,7.4,NaN
20060311,3802,21,21,1,3,0,NaN
20060312,12269,21,21,1,1.3,0,NaN
20060313,14429,21,21,1,3,0,NaN
20060314,11664,21,21,1,3.6,0,NaN
20060315,14170,21,21,1,2.9,0,NaN
20060316,2851,21,21,1,3.2,0,NaN
20060317,4320,21,21,1,3.3,0,NaN
20060318,14170,21,21,1,3.3,0,NaN
20060319,10800,21,21,1,1.9,0,NaN
20060320,11578,21,21,1,1.9,0,NaN
20060321,14256,21,21,1,2.5,0,NaN
20060322,9936,21,21,1,1.6,0,NaN
20060323,17194,21,21,1,3.5,0,NaN
20060324,6480,21,21,1,4.2,1.1,NaN
20060325,7862,21,21,1,3.4,6.8,NaN
20060326,11146,21,21,1,4.9,8.2,NaN
20060327,7862,21,21,1,4.8,2.4,NaN
20060328,11923,21,21,1,5.6,1,NaN
20060329,8986,21,21,1,4.1,4.2,NaN
20060330,7690,21,21,1,6,11.6,NaN
20060331,9677,21,21,1,6.9,2.4,NaN
20060401,10800,21,21,1,4.4,2,NaN
20060402,8726,21,21,1,5.3,2.8,NaN
20060403,9677,21,21,1,4.7,3.9,NaN
20060404,12096,21,21,1,2.6,1.1,NaN
20060405,16502,21,21,1,2.2,0,NaN
20060406,13306,21,21,1,3.6,0,NaN
20060407,9850,21,21,1,3,1.3,NaN
20060408,7430,21,21,1,4.4,6.6,NaN
20060409,19008,21,21,1,3.2,0,NaN
20060410,16157,21,21,1,2.1,0.1,NaN
20060411,11664,21,21,1,3.7,3.3,NaN
20060412,8035,21,21,1,3.5,1.6,NaN
20060413,5962,21,21,1,5,2.4,NaN
20060414,14515,21,21,1,3.3,0,NaN
20060415,8899,21,21,1,2.9,3.2,NaN
20060416,13219,21,21,1,3.4,1.4,NaN
20060417,12874,21,21,1,3.6,0.2,NaN
20060418,12874,21,21,1,3,0,NaN
20060419,14774,21,21,1,2.8,0,NaN
20060420,15552,21,21,1,2.1,0,NaN
20060421,14861,21,21,1,1.5,0.3,NaN
20060422,4925,21,21,1,1.9,0,NaN
20060423,12960,21,21,1,1.5,0,NaN
20060424,17453,21,21,1,2,0,NaN
20060425,20131,21,21,1,2.2,0,NaN
20060426,8035,21,21,1,1.9,2.1,NaN
20060427,22032,21,21,1,2.2,0,NaN
20060428,17107,21,21,1,2.6,0.1,NaN
20060429,9158,21,21,1,2,8.6,NaN
20060430,15034,21,21,1,1.4,0,NaN
20060501,8208,21,21,1,3.5,4,NaN
20060502,20304,21,21,1,2.6,0,NaN
20060503,18490,21,21,1,2.2,0,NaN
20060504,20822,21,21,1,3.1,0,NaN
20060505,22550,21,21,1,3,0,NaN
20060506,22810,21,21,1,3.2,0,NaN
20060507,20822,21,21,1,4.2,0,NaN
20060508,20650,21,21,1,4,0,NaN
20060509,23846,21,21,1,3.4,0,NaN
20060510,26006,21,21,1,2.3,0,NaN
20060511,25402,21,21,1,1.3,0,NaN
20060512,23069,21,21,1,1.5,0,NaN
20060513,21254,21,21,1,2,0,NaN
20060514,19699,21,21,1,1.8,0,NaN
20060515,15811,21,21,1,2.7,0.3,NaN
20060516,12442,21,21,1,3.1,0,NaN
20060517,17712,21,21,1,2.1,2.7,NaN
20060518,16502,21,21,1,4.3,10,NaN
20060519,5443,21,21,1,5.9,8.8,NaN
20060520,8640,21,21,1,5.3,34.3,NaN
20060521,10973,21,21,1,4.3,3.3,NaN
20060522,14429,21,21,1,5.4,3.9,NaN
20060523,16243,21,21,1,4,3.9,NaN
20060524,14342,21,21,1,4.9,11.2,NaN
20060525,8294,21,21,1,2.5,4.8,NaN
20060526,5530,21,21,1,3.1,13.3,NaN
20060527,4234,21,21,1,3.9,4.4,NaN
20060528,18490,21,21,1,4.1,1.1,NaN
20060529,17194,21,21,1,2.8,7.4,NaN
20060530,18230,21,21,1,2.6,1.7,NaN
20060531,8381,21,21,1,2.4,2.5,NaN
20060601,15379,21,21,1,2.6,0.4,NaN
20060602,28426,21,21,1,1.3,0,NaN
20060603,15466,21,21,1,2.1,0,NaN
20060604,23328,21,21,1,1.6,0,NaN
20060605,20390,21,21,1,1.6,0.1,NaN
20060606,26957,21,21,1,1.4,0,NaN
20060607,21946,21,21,1,1.1,0,NaN
20060608,28253,21,21,1,1.2,0,NaN
20060609,27475,21,21,1,1.6,0,NaN
20060610,27994,21,21,1,2.4,0,NaN
20060611,29203,21,21,1,2.8,0,NaN
20060612,29635,21,21,1,2.8,0,NaN
20060613,26093,21,21,1,1.3,0,NaN
20060614,13997,21,21,1,2.1,3.8,NaN
20060615,3888,21,21,1,1.8,6.5,NaN
20060616,16762,21,21,1,1.5,0,NaN
20060617,28426,21,21,1,1.2,0,NaN
20060618,22982,21,21,1,1.6,0,NaN
20060619,22291,21,21,1,3.1,0,NaN
20060620,21082,21,21,1,2.8,0,NaN
20060621,6048,21,21,1,4.7,0.1,NaN
20060622,12528,21,21,1,4.1,0,NaN
20060623,15552,21,21,1,1.5,0,NaN
20060624,20131,21,21,1,1.4,0,NaN
20060625,7344,21,21,1,1.5,8.9,NaN
20060626,4147,21,21,1,3.7,0.1,NaN
20060627,12874,21,21,1,1.8,0,NaN
20060628,24883,21,21,1,1.3,0,NaN
20060629,26870,21,21,1,1.6,0,NaN
20060630,27562,21,21,1,1.4,0,NaN
20060701,2.756097527,18.25213789,22.41808919,1,2.2,0,NaN
20060702,9.570322,17.88713982,24.62656543,1,2.9,0,NaN
20060703,4.235185495,18.92444237,22.58886811,1,2.9,0,NaN
20060704,8.948562236,18.50950847,24.81317041,1,1.6,0,NaN
20060705,7.274305168,18.74347209,23.8955009,1,1.8,0,NaN
20060706,5.272136383,18.3445146,22.49314341,1,1.7,20.1,NaN
20060707,9.005382569,17.77312079,24.5669366,1,2.1,0,NaN
20060708,7.799465414,18.42834495,24.49749098,1,2.1,0.1,NaN
20060709,8.431030107,17.79455337,23.94985389,1,3.8,0,NaN
20060710,6.193542029,19.00921625,23.92927266,1,2.2,0,NaN
20060711,2.471483638,18.99458798,22.078725,1,1.7,0.3,NaN
20060712,1.760927795,17.64210045,21.209067,1,1.3,0,NaN
20060713,6.105559929,18.4081241,22.97821896,1,1.9,0,NaN
20060714,7.191616585,17.84674836,23.25942809,1,2.8,0,NaN
20060715,7.582658149,18.09659998,23.64261846,1,2.5,0,NaN
20060716,2.99117415,18.02119413,21.92403927,1,2.6,0,NaN
20060717,9.474899542,17.91019023,24.45310471,1,2.1,0,NaN
20060718,9.7004183,18.19008097,23.93626231,1,1.3,0,NaN
20060719,10.14089855,18.86506015,25.57100582,1,1.7,0,NaN
20060720,4.031310684,18.9997175,23.08853393,1,2.6,0,NaN
20060721,10.34449931,18.41214368,23.72302803,1,1.8,0,NaN
20060722,8.267700928,18.58551464,24.11333905,1,1.9,0.3,NaN
20060723,10.63130488,19.02982152,24.5077545,1,2.1,0,NaN
20060724,0.841476263,18.51419344,21.91739478,1,1.3,0,NaN
20060725,4.884255193,18.46402943,22.34365145,1,2.4,0,NaN
20060726,8.942099703,18.57617518,23.95410812,1,1.7,0,NaN
20060727,10.19869004,18.80827968,24.1852828,1,1.3,0,NaN
20060728,5.922169511,18.78137996,23.42877133,1,1.1,0.9,NaN
20060729,3.875881844,18.82977709,22.11566801,1,1.4,0,NaN
20060730,9.641815812,18.42546972,22.8874854,1,2.1,5.3,NaN
20060731,11.67947735,18.50680787,23.60226106,1,2.3,0.1,NaN
20060801,2.302249484,18.29704666,21.61887383,1,3.5,9.7,NaN
20060802,9.941168313,19.04360719,25.2811613,1,3.9,8.4,NaN
20060803,9.731385503,18.90326481,23.89386103,1,1.4,7.2,NaN
20060804,12.07805256,18.40017002,24.31960182,1,2.3,25.1,NaN
20060805,10.04973312,18.38367054,24.6740413,1,1.9,0,NaN
20060806,4.356809848,18.70977674,22.46100119,1,1.8,0,NaN
20060807,12.36786691,18.47955895,24.97867071,1,1.8,0,NaN
20060808,9.68791306,18.85232572,23.97405317,1,1.5,0.5,NaN
20060809,10.57915133,18.51662513,23.98731526,1,1.8,1.7,NaN
20060810,9.082548524,18.52551409,23.90770335,1,2.3,1.7,NaN
20060811,3.853238051,18.69273421,22.2464457,1,2,9.7,NaN
20060812,12.78066281,18.40652237,24.10775982,1,1.1,0.8,NaN
20060813,12.63888536,18.66061164,24.2063234,1,1.7,0,NaN
20060814,12.35378526,18.60872681,25.66278926,1,3.1,9.4,NaN
20060815,4.543386273,18.6032184,22.03689342,1,3.1,1.8,NaN
20060816,6.808840683,19.03558881,23.11653882,1,1.7,14.5,NaN
20060817,1.566127765,18.4827985,22.11620663,1,2.4,0.2,NaN
20060818,5.323120951,18.35241106,22.62353509,1,2.8,3,NaN
20060819,9.808140784,18.8446214,23.80775382,1,2.6,1.8,NaN
20060820,4.363021847,18.65143973,23.58057304,1,3.8,17.8,NaN
20060821,1.646223084,18.31045772,21.99663669,1,3.5,10.5,NaN
20060822,2.260766177,18.82899853,22.64033169,1,2.5,1.1,NaN
20060823,7.221605819,18.72294934,23.41511332,1,1.5,0,NaN
20060824,12.70822476,19.2218089,25.39442864,1,1.9,9.6,NaN
20060825,7.107418993,19.33554548,22.51797791,1,1.3,26.5,NaN
20060826,9.274067518,18.72156742,23.42783903,1,1.2,0.1,NaN
20060827,12.03919071,19.08665102,24.96627851,1,2.1,4.8,NaN
20060828,8.731349708,19.15249316,23.94986728,1,3.1,23,NaN
20060829,13.96744526,18.59760422,25.3778277,1,2.3,15.9,NaN
20060830,7.858065217,18.90009235,23.06681654,1,1.9,9.2,NaN
20060831,12.84785973,19.43181993,23.81437793,1,2,0,NaN
20060901,12.50330499,18.81845518,24.37810361,1,2.9,0.1,NaN
20060902,8.170525489,18.96013742,22.95358575,1,5.8,3.8,NaN
20060903,14.50602883,18.81633739,24.20952165,1,3.1,0.1,NaN
20060904,10.70498819,18.68973021,23.87188932,1,1.6,0,NaN
20060905,16.4701935,18.79508886,25.27069095,1,1.7,0,NaN
20060906,12.27184772,19.5627113,24.86180904,1,2,0.1,NaN
20060907,4.756917188,19.49890011,23.1282598,1,1.4,0,NaN
20060908,4.015551264,19.45264064,22.64824389,1,2.7,0,NaN
20060909,5.456151615,19.73959968,22.85902799,1,2.5,0,NaN
20060910,2.526428824,19.43734028,22.38611491,1,1,0,NaN
20060911,11.62649783,19.25387246,24.29268705,1,1.6,0,NaN
20060912,15.33261796,19.44714433,25.03710962,1,2.1,0,NaN
20060913,14.67296144,19.04986656,25.22257835,1,2.4,0,NaN
20060914,14.54932694,19.14249592,25.25639697,1,2.7,0,NaN
20060915,18.53440655,19.2396262,26.2128595,1,1.3,0,NaN
20060916,5.081600655,19.24008987,23.09256472,1,2,0,NaN
20060917,15.41969075,19.11984146,25.80521338,1,1.7,0,NaN
20060918,18.67231189,19.37347088,26.853348,1,2.6,2,NaN
20060919,4.856869457,19.79291575,23.11712203,1,2.3,0,NaN
20060920,17.00034001,19.46555903,25.80820399,1,3,0,NaN
20060921,17.24697557,19.60663601,24.29968286,1,3,0,NaN
20060922,14.29166829,19.54013507,24.65529948,1,1.4,0,NaN
20060923,4.580722705,19.71466097,22.60635111,1,1.9,0,NaN
20060924,14.9100481,19.61985129,25.69370256,1,2.4,0,NaN
20060925,11.65590786,19.41638198,25.20390905,1,2.3,3.7,NaN
20060926,17.94178288,19.32681254,26.30704754,1,1.5,0,NaN
20060927,3.307924697,19.61849228,22.60478367,1,1.8,0,NaN
20060928,12.41329218,19.35993447,24.13826207,1,2.5,0,NaN
20060929,19.20668595,19.21595604,26.1247791,1,1.8,0,NaN
20060930,18.18881535,19.71136613,26.1207059,1,3.4,1.5,NaN
20061001,3.226672998,18.72887794,22.5863663,1,5,7.2,NaN
20061002,17.6541175,19.5908769,26.9545635,1,2.7,0,NaN
20061003,2.066711253,19.87226247,22.49018425,1,2.9,4.1,NaN
20061004,10.77933935,18.64349166,24.18505373,1,3.9,6.8,NaN
20061005,20.62195301,18.59379687,26.93067223,1,5.3,7,NaN
20061006,16.17682563,18.90560471,26.06342304,1,4.6,0.7,NaN
20061007,5.78716687,18.65334577,22.47970593,1,2.2,0,NaN
20061008,18.00744236,18.60218429,26.13959366,1,1.7,0,NaN
20061009,16.83456662,18.300104,23.87323781,1,1.7,0.8,NaN
20061010,19.92628445,18.54900623,25.81104474,1,2.8,0,NaN
20061011,15.16372963,18.56896001,25.15450937,1,1.4,0,NaN
20061012,19.36898863,19.59469962,25.67310738,1,1.1,0,NaN
20061013,19.91853374,18.62376917,25.95134072,1,2.8,0,NaN
20061014,21.20461085,18.72279265,26.1209679,1,3.1,0,NaN
20061015,12.42460917,19.03766766,24.39844388,1,3.1,0,NaN
20061016,22.86515854,18.75879883,25.90862203,1,2.4,0,NaN
20061017,21.91757987,18.54467963,25.08079057,1,1.9,2.4,NaN
20061018,24.2725107,18.52443694,25.92346804,1,2.9,0.9,NaN
20061019,21.71438056,19.24769784,26.10902326,1,3.2,0.2,NaN
20061020,3.87703039,20.15314357,22.45339734,1,3.5,0.1,NaN
20061021,6.004727282,19.2373709,22.63251435,1,4.2,5.4,NaN
20061022,20.35827929,18.47417798,23.4998508,1,3.9,11.2,NaN
20061023,6.612950669,18.85147028,22.78633176,1,3.7,5.7,NaN
20061024,3.556281452,19.50024111,22.33678818,1,3,2,NaN
20061025,3.148484694,19.01912203,22.28461023,1,4.1,0,NaN
20061026,18.66574765,18.30184564,24.83747052,1,2.7,0,NaN
20061027,19.27617702,18.55073642,25.25165029,1,3.1,1.2,NaN
20061028,21.82508008,18.61004669,25.84643086,1,3.2,0,NaN
20061029,23.00554116,18.13338577,24.92067998,1,2.3,0,NaN
20061030,23.39929132,18.19994717,26.29262683,1,5.1,2,NaN
20061031,22.50168659,18.43932374,27.32720807,1,3.4,4.5,NaN
20061101,23.17451149,18.94998061,27.08280294,1,1.6,2.2,NaN
20061102,24.00750637,18.66680803,26.89670158,1,1.1,0.3,NaN
20061103,25.05644966,18.42772979,26.00310756,1,2.3,0,NaN
20061104,23.6639831,18.84693978,26.33913736,1,3.6,0,NaN
20061105,5.564607577,19.00387796,23.13658493,1,2.7,0,NaN
20061106,3.793089894,18.13605124,21.85549804,1,1.7,0,NaN
20061107,21.77500983,18.84332426,26.3298127,1,4.2,4.7,NaN
20061108,19.29301433,19.37818181,26.95155982,1,2.6,0.2,NaN
20061109,21.55150013,19.29918548,26.7768966,1,2,0,NaN
20061110,3.078025418,19.27368431,21.94544294,1,5.3,20.9,NaN
20061111,15.6346713,18.88803856,24.81196178,1,3.5,4.8,NaN
20061112,16.95386146,19.97106047,25.7477907,1,4.5,4,NaN
20061113,4.648790408,18.63260187,22.85882219,1,4.2,4,NaN
20061114,15.06787276,18.9332747,25.71588992,1,3.7,0.3,NaN
20061115,19.78301099,18.26186855,25.56475443,1,3.9,4.5,NaN
20061116,16.71446267,18.30724741,25.29762346,1,3.2,0.5,NaN
20061117,18.24975999,17.96673931,25.16490245,1,2.8,0.6,NaN
20061118,23.79381768,18.34146776,26.29220805,1,1.9,3.2,NaN
20061119,18.05479503,19.35820668,25.67525589,1,5.1,8.9,NaN
20061120,23.10317154,18.19920421,26.65614794,1,3.2,9.7,NaN
20061121,24.09788633,17.7797761,26.59141332,1,4.3,5.4,NaN
20061122,23.07349429,17.94272737,26.45588031,1,5.1,9.4,NaN
20061123,23.3566591,18.64406065,26.76230373,1,4,0.4,NaN
20061124,22.02233302,18.91072224,26.89524439,1,5.3,2.7,NaN
20061125,23.05834587,20.49264916,27.67648828,1,3,0,NaN
20061126,11.58753467,20.28981833,23.94750442,1,2.8,0,NaN
20061127,15.53120791,21.90093618,25.65936561,1,2.7,0.6,NaN
20061128,22.01040504,19.79153624,27.36644646,1,2,0,NaN
20061129,4.314321238,17.89084843,22.71609227,1,2.9,0,NaN
20061130,22.08667422,17.94447529,26.74059716,1,2.9,0,NaN
20061201,21.13287998,18.458847,25.60742985,1,3.7,5.8,NaN
20061202,10.05417344,19.82052299,23.63533208,1,4,1.7,NaN
20061203,6.975012058,21.5696412,23.88659323,1,6.1,7.9,NaN
20061204,22.43573978,19.29249859,28.32680394,1,3.8,2.3,NaN
20061205,21.46725671,20.25372319,27.72317654,1,3.2,10.5,NaN
20061206,22.62333762,17.87375356,27.04780657,1,4.8,0.5,NaN
20061207,23.08422325,18.72707564,27.77631521,1,5.1,5.9,NaN
20061208,12.09146907,21.00645218,24.25286806,1,7.4,0.2,NaN
20061209,2.946734096,19.627148,22.16753658,1,6.6,4.1,NaN
20061210,22.28902364,20.84819502,27.40188873,1,8.3,19.3,NaN
20061211,12.6466582,21.79247275,25.08157827,1,6.7,0,NaN
20061212,17.44276129,19.39549127,27.3711267,1,6,0.5,NaN
20061213,23.65872554,19.77856312,27.98864903,1,4.2,1.3,NaN
20061214,20.20515665,20.22787496,26.28573805,1,3.2,0,NaN
20061215,18.23870467,21.57568989,26.16890458,1,4.1,1.5,NaN
20061216,22.26726927,22.4163379,27.70106103,1,6.1,8.8,NaN
20061217,17.28567018,22.14911813,26.01712002,1,9.9,28.3,NaN
20061218,17.87032581,22.44832176,27.66046506,1,5.3,2.4,NaN
20061219,10.11689813,21.68885193,25.89043644,1,7.5,3.2,NaN
20061220,20.28343588,20.50902843,27.10568947,1,6.5,5.6,NaN
20061221,22.56695077,19.54358751,26.93145747,1,2.6,3.5,NaN
20061222,22.61812489,19.83975176,27.18152788,1,0.7,0,NaN
20061223,19.3100579,22.3381237,26.96567471,1,1.2,0,NaN
20061224,7.394815942,21.00066574,23.45092257,1,1.5,0,NaN
20061225,13.63976011,23.08401296,26.49709876,1,4,4.7,NaN
20061226,11.65610965,19.46456802,24.57999923,1,2.4,0.3,NaN
20061227,3.78055086,17.40062042,19.56924643,1,5.3,2.4,NaN
20061228,11.63659836,15.73513489,22.62656691,1,2.7,0.2,NaN
20061229,2.771522543,17.25339081,19.42549806,1,2.1,0,NaN
20061230,13.49252819,17.58626933,23.14534131,1,4.2,0.6,NaN
